"recdate"|"mapunittextkind"|"textcat"|"textsubcat"|"text"|"mukey"|"mutextkey"
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8B"|"8B - SLOPING TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes greater than 5 percent; low natural fertility, seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium production potential."|578257|2702217
""|"Nontechnical description"|"WSG"|"018"|"3o1 - No significant management problems are caused by soil characteristics. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pine, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, indiangrass, and beaked panicum. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|2811586|2702171
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|2811586|2702172
""|"Nontechnical description"|"WSG"|"012"|"2w8 - Seasonal wetness may cause moderate equipment limitations and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, yaupon, American beautyberry, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, virginia wildrye, switchgrass, and beaked panicum. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|3009438|2702131
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8B"|"8B - SLOPING TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes greater than 5 percent; low natural fertility, seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium production potential."|3009438|2702132
""|"Nontechnical description"|"WSG"|"003"|"1o7 - These soils do not have significant management problems. Important commercial tree species include loblolly pine, sweetgum, red oak, and water oak. These soils are suited for pine or hardwoods, and the site index for loblolly pine is 100. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 430 board feet (Doyle rule), or 310 for sweetgum per acre per year. Native species important to wildlife include red oak, water oak, ash, American beautyberry, yaupon, and white oak. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, beaked panicum, and virginia wildrye. Stocking rates depend on canopy density and range from 8-40 acres per animal unit."|3009440|2702157
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|3009440|2702158
""|"Nontechnical description"|"WSG"|"018"|"3o1 - No significant management problems are caused by soil characteristics. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pine, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, indiangrass, and beaked panicum. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|3009440|2702159
""|"Nontechnical description"|"WSG"|"013"|"2w9 - Excessive wetness may cause severe equipment limitations, plant competition, and seedling mortality. Important commercial tree species include loblolly pine, sweetgum, green ash, willow oak, and sweetgum. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include willow oak, water oak, green ash, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, beaked panicum, switchgrass, virginia wildrye, and longleaf uniola. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|3009443|2702118
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8E2"|"8E2 - WET UPLAND - Deep and very deep, wet, loamy uplands with possible depressed or ponded areas or seasonal water table; poorly to very poorly drained; tight subsoils; medium natural fertility; Very high to high water holding capacity but poor plant-soil-moisture relationship; medium production potential."|3009443|2702119
""|"Nontechnical description"|"WSG"|"009"|"2o7 - Soil characteristics do not cause significant management problems. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include red oak, American beautyberry, Alabama supplejack, yaupon, and ash. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, beaked panicum, and little bluestem. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|3009444|2702147
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|3009444|2702148
""|"Nontechnical description"|"WSG"|"005"|"1w8 - Seasonal wetness may cause moderate equipment limitations, plant competition, and seedling mortality. Important commercial tree species include loblolly pine, sweetgum, green ash, water oak, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine or sweetgum is 100. The yield from an unmanaged stand over a 50-year period is approximately 430 board feet (Doyle rule) for loblolly pine, or 310 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, ash, Alabama supplejack, white oak, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, beaked panicum, longleaf uniola, virginia wildrye, and sedges. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|3009459|2702141
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"2B"|"2B - LOAMY ACIDIC BOTTOMLAND - Deep and very deep, strongly to very strongly acid bottomlands with loamy surfaces; may overflow; medium natural fertility; moderate to very high water holding capacity with good plant-soil-moisture relationship; high production potential."|3009459|2702142
